Brands,Buyer,Buyer PO,Color,Commercial Inv. No.,Customer Group,Customer Style,Delivery Date,Division,Gender,Invoice No,Item,Order Type,Plant,Season,Ship Date,Style,Currency,Rate,Exchange Rate,USD Rate,Quantity,Net Value,Ship Quantity,INR Value,USD Value,Delivery_Delay_Days,On_Time_Flag,In_Full_Flag,OTIF_Flag,Delayed,Days_Left,Order_Value,Order_Age,PR_Created_Date,PR_Delay_Days,PR_Approved_Date,Plant_Load_%,Not_Shipped_Flag
CALVIN KLEIN,PVH CORP.,4300135579,ZEPHYR,4000018137,PVH CORP,40AC805 HO25,27-10-2025,KNITS,MEN,RGUP25101564,POLO,BULK,NOIDA - D-49-50 (KNITS),HO25,27-10-2025,PC10100076,USD,5.9,87.29,87,3600,21240,3636,1854039.6,21310.8,0,1,1,1,0,-116,21310.8,37,25-09-2025,21,16-10-2025,64.55445545,1
J.JILL,JILL ACQUISITION LLC,3045981,BLACK,4000016882,J.JILL,KTP132651 WOMEN HO-25,06-08-2025,KNITS,WOMEN,RGHR25103678,TEE,BULK,MANESAR-407 (KNITS),HO25,06-08-2025,JJ10100138,USD,6.72,85.09,85.1,2,13.44,2,1143.61,13.44,0,0,1,0,0,-198,13.44,30,05-07-2025,4,09-07-2025,87.72277228,1
SUPER DRY,DKH RETAIL LTD,1110814,EAGLE GREEN,4000016285,SUPER DRY,M2014011A BUY5,15-07-2025,KNITS,MEN,RGHR25103408,RUGBY,BULK,MANESAR-407 (KNITS),AW25,15-07-2025,SU10100084,GBP,8.9,113.15,84.5,250,2225,250,251758.75,2979.39,0,0,1,0,0,-220,2979.39,19,15-06-2025,4,19-06-2025,79.20792079,1
SLEEPWEAR,HANNA ANDERSON,34572,HPR-31810 61J,Not Generated,HANNA ANDERSSON,84432,16-01-2026,KNITS,KIDS,Not Generated,JUMPSUIT,BULK,NOIDA - D-53-54 (KNITS),SU26,16-01-2026,HA10100200,USD,4.05,88,89.1,2590,10489.5,0,923076,10360,0,1,0,0,0,-35,10360,80,14-12-2025,15,29-12-2025,94.05940594,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500637425,MED GREY HEATHER,4000019675,PVH CORP,4RF820G,19-11-2025,KNITS,MEN,RGHR25105770,TEE,BULK,MANESAR-407 (KNITS),SP26,19-11-2025,PC10100124,USD,7.85,87.75,87.75,417,3273.45,417,287245.24,3273.45,0,1,1,1,0,-93,3273.45,77,09-10-2025,7,16-10-2025,71.48514851,1
BEACHWEAR T-52,MARKS AND SPENCER PLC,2012941165,RASPBERRY,Not Generated,MARK & SPENCER,8590-REP,25-01-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-7/4 (WOVEN),SU26,25-01-2026,MS11100531,USD,6.2,89.1,89.1,1000,6200,0,552420,6200,0,0,0,0,0,-26,6200,75,22-12-2025,5,27-12-2025,100.5940594,0
CALVIN KLEIN,PVH ASIA LIMITED,5200031854,TOFU,Not Generated,PVH CORP,4RG244G SUM26,02-03-2026,KNITS,MEN,Not Generated,POLO,BULK,NOIDA - D-49-50 (KNITS),SU26,02-03-2026,PC10100168,USD,9.6,89.55,89.1,240,2304,0,206323.2,2315.64,0,0,0,0,0,10,2315.64,42,04-02-2026,7,11-02-2026,73.26732673,0
ATS,PREMIUM BRANDS OPCO LLC,5013134,1362 NIGHT SKY,4000020814,PREMIUM BRANDS,853431,12-12-2025,WOVEN,WOMEN,RGHR25106709,TOP,BULK,GURUGRAM-294 (WOVEN),SP26,12-12-2025,PB11100601,USD,13.18,89.59,89.6,939,12376.02,952,1108767.63,12374.64,0,0,1,0,0,-70,12374.64,19,12-11-2025,8,20-11-2025,77.02970297,1
SUPER DRY,DKH RETAIL LTD,1110805,TURTLEDOVE CREAM,4000016050,SUPER DRY,W2012676A BUY5,09-07-2025,KNITS,WOMEN,RGHR25103239,HOODY,BULK,MANESAR-407 (KNITS),AW25,09-07-2025,SU10100101,GBP,10.85,114.75,84.5,340,3689,340,423312.75,5009.62,0,1,1,1,0,-226,5009.62,45,17-06-2025,3,20-06-2025,79.20792079,1
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500649380,BRIGHT WHITE,Not Generated,PVH CORP,4RG834G,16-02-2026,KNITS,MEN,Not Generated,TEE,BULK,NOIDA - B-33-34 (KNITS),SU26,16-02-2026,PC10100176,USD,5.7,87.8,89.1,4900,27930,0,2452254,27522.49,0,0,0,0,0,-4,27522.49,44,12-01-2026,23,04-02-2026,101.980198,0
J.JILL,JILL ACQUISITION LLC,3047097,BLACK,4000019430,J.JILL,KTP344022,12-11-2025,KNITS,WOMEN,RGHR25105613,TOP,BULK,MANESAR-407 (KNITS),WI26,12-11-2025,JJ10100185,USD,7.25,87,87.75,375,2718.75,375,236531.25,2695.51,0,0,1,0,0,-100,2695.51,38,19-10-2025,8,27-10-2025,73.06930693,1
ATS,PREMIUM BRANDS OPCO LLC,5013329,NAVY/IVORY COMBO,4000020955,PREMIUM BRANDS,854364P,05-12-2025,KNITS,WOMEN,RGKA25100274,TOP,BULK,BANGALORE - JIGANI (KNITS),SP26,05-12-2025,PB10100419,USD,7.31,89.59,89.6,304,2222.24,316,199090.48,2221.99,0,0,1,0,0,-77,2221.99,41,22-10-2025,3,25-10-2025,101.3861386,1
CALVIN KLEIN,PVH CORP.,4500617732,PIRATE BLACK,4000016900,PVH CORP,4L0139G HO25,06-08-2025,KNITS,MEN,RGUP25101206,TEE,BULK,NOIDA - B-33-34 (KNITS),HO25,06-08-2025,PC10100083,USD,9.79,85.09,85.1,926,9065.54,926,771386.8,9064.47,0,1,1,1,0,-198,9064.47,24,07-07-2025,3,10-07-2025,87.72277228,1
MADEWELL,J.CREW OPERATING CORP.,4107438,WR2600 MULTI PLAID,Not Generated,J.CREW,OA423-264503,19-03-2026,WOVEN,WOMEN,Not Generated,SHIRT,BULK,GURUGRAM-294 (WOVEN),SU26,19-03-2026,JC11100823,USD,21.65,89.6,89.1,300,6495,0,581952,6531.45,0,1,0,0,0,27,6531.45,54,10-02-2026,4,14-02-2026,77.02970297,0
AMERICAN EAGLE,AEO MANAGEMENT CO.,1311449,CW31 BROWN,Not Generated,AMERICAN EAGLE,5569,13-01-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,MANESAR-7/4 (WOVEN),SP26,13-01-2026,AE11100041,USD,8.45,87.75,89.1,57,481.65,0,42264.79,474.35,0,1,0,0,0,-38,474.35,34,21-12-2025,4,25-12-2025,70.0990099,0
QUINCE,LAST BRAND INC. (QUINCE),22537,PUPPIES,4000016278,LAST BRAND INC.,KUK40001TF CHASE HO25,15-07-2025,KNITS,KIDS,RGUP25101054,TOP,BULK,NOIDA - D-53-54 (KNITS),HO25,15-07-2025,LI10100018,USD,5.39,84.5,84.5,118,636.02,118,53743.69,636.02,0,1,1,1,0,-220,636.02,74,01-06-2025,4,05-06-2025,79.20792079,1
OUTLET,TALBOTS IMPORT LLC.,6495780,MARINA WASH,Not Generated,TALBOTS,261906901 SU26,06-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-427 (WOVEN),SU26,06-02-2026,TA11100081,USD,14.3,89.1,89.1,319,4561.7,0,406447.47,4561.7,0,0,0,0,0,-14,4561.7,39,09-01-2026,3,12-01-2026,134.6534653,0
CROWN & IVY,BELK,2691116,FRESH RED,Not Generated,BELK INTL.,72627SPK000004 SU26,13-02-2026,KNITS,MEN,Not Generated,TEE,BULK,GURUGRAM-871 (KNITS),SU26,13-02-2026,BI10100243,USD,4.24,88,89.1,4254,18036.96,0,1587252.48,17814.28,0,1,0,0,0,-7,17814.28,79,08-01-2026,17,25-01-2026,77.42574257,0
J.JILL,JILL ACQUISITION LLC,3045789,WHITE,4000016653,J.JILL,KTP232691 HO25,25-07-2025,KNITS,WOMEN,RGHR25103642,TOP,BULK,MANESAR-407 (KNITS),HO25,25-07-2025,JJ10100094,USD,7.71,85.09,85.1,200,1542,200,131208.78,1541.82,0,0,1,0,0,-210,1541.82,78,25-06-2025,4,29-06-2025,76.23762376,1
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1114111,ECLIPSE NAVY,4000019761,SUPER DRY,M1110484A BUY 2,05-11-2025,KNITS,MEN,RGHR25105981,RUGBY,BULK,MANESAR-407 (KNITS),SS26,05-11-2025,SU10100220,GBP,9.5,113.84,87,139,1320.5,139,150325.72,1727.88,0,1,1,1,0,-107,1727.88,58,14-10-2025,3,17-10-2025,65.34653465,1
WOMENS RETAIL,J.CREW OPERATING CORP,2771189,NA6436 FLAX,Not Generated,J.CREW,CA384/211970-SU26,12-02-2026,WOVEN,WOMEN,Not Generated,SHORTS,BULK,GURUGRAM-215 (WOVEN),SU26,12-02-2026,JC11100586,USD,11.99,87.75,89.1,1739,20850.61,0,1829641.03,20534.69,0,1,0,0,0,-8,20534.69,56,10-01-2026,8,18-01-2026,75.64356436,0
AMERICAN EAGLE,AEO MANAGEMENT CO.,1313934,200 CW51 CREAM,Not Generated,AMERICAN EAGLE,9228,26-01-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-7/4 (WOVEN),SU26,26-01-2026,AE11100035,USD,9.25,87.8,89.1,136,1258,0,110452.4,1239.65,0,0,0,0,0,-25,1239.65,62,15-12-2025,4,19-12-2025,77.02970297,0
CALVIN KLEIN,PVH CORP.,4300170352,BRIGHT WHITE,Not Generated,PVH CORP,4RG234G,16-02-2026,KNITS,MEN,Not Generated,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,16-02-2026,PC10100145,USD,6.95,87.8,89.1,134,931.3,0,81768.14,917.71,0,0,0,0,0,-4,917.71,47,20-01-2026,9,29-01-2026,101.980198,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1117970,FRENCH ROAST BROWN,Not Generated,SUPER DRY,W7011350A WK28,11-03-2026,KNITS,WOMEN,Not Generated,JOGGERS,BULK,MANESAR-407 (KNITS),AW26,11-03-2026,SU10100367,GBP,10,113.85,89.1,350,3500,0,398475,4472.22,0,0,0,0,0,19,4472.22,24,11-02-2026,3,14-02-2026,71.28712871,0
J.JILL,JILL ACQUISITION LLC,3049515,NAVY BLUE,Not Generated,J.JILL,KTP291262 SU26,18-02-2026,KNITS,WOMEN,Not Generated,TANK,BULK,MANESAR-407 (KNITS),SU26,18-02-2026,JJ10100324,USD,5.6,87.8,89.1,300,1680,0,147504,1655.49,0,1,0,0,0,-2,1655.49,5,05-01-2026,3,08-01-2026,94.05940594,0
CREWCUT FACTORY,J.CREW CREW CUTS RETAIL DC,9061709 PPK,KI0896 CHERRY,4000018593,J.CREW,CR789-249470,16-10-2025,WOVEN,GIRLS,RGHR25104935,SKIRTS,BULK,GURUGRAM-227 (WOVEN),SP26,16-10-2025,JC11100366,USD,9.56,88,88,1035,9894.6,1035,870724.8,9894.6,0,0,1,0,0,-127,9894.6,84,03-09-2025,3,06-09-2025,64.95049505,1
MADEWELL,J.CREW OPERATING CORP.,4106004 AIR,WT0005 WHITE,Not Generated,J.CREW,NZ498-259654,06-03-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,GURUGRAM-215 (WOVEN),SP26,06-03-2026,JC11100514,USD,24.23,87.75,89.1,2866,69443.18,0,6093639.05,68391.01,0,0,0,0,0,14,68391.01,28,29-01-2026,22,20-02-2026,140,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1113923,WASHED BROWN/TRACK,4000018539,SUPER DRY,M7011426A BUY 2,08-10-2025,KNITS,MEN,RGHR25104946,JOGGERS,BULK,MANESAR-407 (KNITS),SS26,08-10-2025,SU10100227,GBP,10.65,117.79,88,119,1267.35,120,149281.16,1696.38,0,0,1,0,0,-135,1696.38,48,17-09-2025,9,26-09-2025,82.17821782,1
CROWN & IVY,BELK,2691397,NAVY MAZE,Not Generated,BELK INTL.,72827FAK000043,28-02-2026,KNITS,WOMEN,Not Generated,TEE,BULK,GURUGRAM-871 (KNITS),FA26,28-02-2026,BI10100283,USD,4.15,87,89.1,1360,5644,0,491028,5510.98,0,1,0,0,0,8,5510.98,36,22-01-2026,5,27-01-2026,71.88118812,0
PERUNA T-53,MARKS AND SPENCER PLC,2012870907,DUSTED AQUA,4000019720,MARK & SPENCER,1347U DUSTED AQUA,30-11-2025,KNITS,WOMEN,RGHR25105813,TEE,BULK,GURUGRAM-232 (KNITS),SP26,30-11-2025,MS10100070,USD,5,87.75,87.8,32,160,32,14040,159.91,0,1,1,1,0,-82,159.91,25,03-11-2025,9,12-11-2025,75.44554455,1
CALVIN KLEIN,PVH CORP.,7100017357,ANTIQUE WHITE,4000017352,PVH CORP,4LE203G,04-08-2025,KNITS,MEN,RGUP25101367,POLO,BULK,NOIDA - D-49-50 (KNITS),HO25,04-08-2025,PC10100078,USD,12.07,86.9,85.1,234,2824.38,234,245438.62,2884.12,0,0,1,0,0,-200,2884.12,52,03-07-2025,3,06-07-2025,91.08910891,1
J.JILL,JILL ACQUISITION LLC,3047972,BLACK,Not Generated,J.JILL,KTP132652 SP26,28-01-2026,KNITS,WOMEN,Not Generated,TEE,BULK,MANESAR-407 (KNITS),SP26,28-01-2026,JJ10100263,USD,6.47,88,89.1,30,194.1,0,17080.8,191.7,0,1,0,0,0,-23,191.7,16,07-01-2026,6,13-01-2026,81.18811881,0
WOMENS RETAIL,J.CREW RETAIL DC (ASHEVILLE),1802373,BK0001,Not Generated,J.CREW,BY465/206982 SU26,29-01-2026,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-232 (KNITS),SU26,29-01-2026,JC10100206,USD,6.8,88,89.1,1366,9288.8,0,817414.4,9174.12,0,0,0,0,0,-22,9174.12,33,19-12-2025,8,27-12-2025,75.84158416,0
OUTLET,CHICOS RETAIL SERVICES INC.,4502212299,SOFT CAMEL,4000016362,CHICO'S,202-23C112012-FA25,17-07-2025,KNITS,WOMEN,RGUP25101071,TEE,BULK,NOIDA - B-33-34 (KNITS),FA25,17-07-2025,CH10100014,USD,4.62,84.5,84.5,500,2310,500,195195,2310,0,0,1,0,0,-218,2310,29,22-06-2025,6,28-06-2025,70.69306931,1
CORE,TALBOTS IMPORT LLC.,6369898,TALBOTS WHITE,4000020493,TALBOTS,261013171,05-12-2025,KNITS,WOMEN,RGHR25106427,TOP,BULK,GURUGRAM-232 (KNITS),SP26,05-12-2025,TA10100112,USD,4.75,87.79,89.6,132,627,132,55044.33,614.33,0,1,1,1,0,-77,614.33,79,01-11-2025,8,09-11-2025,101.3861386,1
OCEAN COAST,BELK,2690172,STYLE GREY,4000018847,BELK INTL.,36527SP0000222,26-10-2025,WOVEN,MEN,RGHR25105151,SHORTS,BULK,MANESAR-427 (WOVEN),SP26,26-10-2025,BI11100311,USD,5.53,87,87,1508,8339.24,1508,725513.88,8339.24,0,1,1,1,0,-117,8339.24,48,25-09-2025,7,02-10-2025,82.37623762,1
SUPER DRY,DKH RETAIL LTD,1108984,ECLIPSE NAVY/ECRU,4000016502,SUPER DRY,M6010909A,21-07-2025,KNITS,MEN,RGHR25103445,RUGBY,BULK,MANESAR-407 (KNITS),AW25,21-07-2025,SU10100078,GBP,11.05,113.15,85.1,200,2210,200,250061.5,2938.44,0,1,1,1,0,-214,2938.44,17,22-06-2025,5,27-06-2025,77.42574257,1
TCP,THE CHILDREN'S PLACE,836915,DUSTY ROBIN,Not Generated,CHILDRENS PLACE,S063679,01-02-2026,WOVEN,Unknown,Not Generated,DRESS,BULK,MANESAR-11 (WOVEN),SU26,01-02-2026,TC11100085,USD,6.1,89.55,89.1,1520,9272,0,830307.6,9318.83,0,1,0,0,0,-19,9318.83,63,22-12-2025,4,26-12-2025,85.94059406,0
CROWN & IVY,BELK,2690509,PINK PARTY STRIPE,4000020345,BELK INTL.,72627SPK000016,25-11-2025,KNITS,WOMEN,RGUP25102100,TEE,BULK,NOIDA - B-33-34 (KNITS),SP26,25-11-2025,BI10100228,USD,7.04,87.79,87.8,2938,20683.52,2938,1815806.22,20681.16,0,1,1,1,0,-87,20681.16,12,12-10-2025,15,27-10-2025,74.45544554,1
OCEAN COAST,BELK,2690173,STYLE GREY,4000019438,BELK INTL.,36527SP0000222,23-11-2025,WOVEN,MEN,RGHR25105967,SHORTS,BULK,MANESAR-427 (WOVEN),SP26,23-11-2025,BI11100311,USD,5.53,87.75,87.8,1038,5740.14,1038,503697.29,5736.87,0,1,1,1,0,-89,5736.87,46,31-10-2025,6,06-11-2025,103.1683168,1
MADEWELL,J.CREW OPERATING CORP.,295002,BL0342 SOFT BLUE,4000019289,J.CREW,NZ418-252357,06-11-2025,WOVEN,WOMEN,RGHR25105464,SHIRT,BULK,GURUGRAM-227 (WOVEN),SP26,06-11-2025,JC11100371,USD,16.75,87,87,1300,21775,1300,1894425,21775,0,0,1,0,0,-106,21775,54,05-10-2025,6,11-10-2025,91.08910891,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,2012913825,PINK MIX,4000021161,MARK & SPENCER,7033E,28-12-2025,WOVEN,KIDS,RGUP25102236,SHORTS,BULK,NOIDA - D-53-54 (WOVEN),SU26,28-12-2025,MS11100526,USD,4.95,89.59,89.55,811,4014.45,811,359654.58,4016.24,0,0,1,0,0,-54,4016.24,69,03-12-2025,9,12-12-2025,79.40594059,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,Poland Hub (8743),PALE YELLOW,Not Generated,MARK & SPENCER,6833E SUM-2,22-02-2026,WOVEN,KIDS,Not Generated,TROUSER,BULK,MANESAR-7/4 (WOVEN),SU26,22-02-2026,MS11100673,USD,6,87.8,89.1,447,2682,0,235479.6,2642.87,0,0,0,0,0,2,2642.87,51,18-01-2026,6,24-01-2026,107.5247525,0
OCEAN COAST,BELK,2686918,STYLE GRAY,4000015891,BELK INTL.,43526YRP000027,10-07-2025,WOVEN,KIDS,RGHR25102954,PANTS,BULK,MANESAR-11 (WOVEN),FA25,10-07-2025,BI11100140,USD,6.85,85.95,84.5,180,1233,180,105976.35,1254.16,0,0,1,0,0,-225,1254.16,24,06-06-2025,7,13-06-2025,70.69306931,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,2012903829,CHAMBRAY,Not Generated,MARK & SPENCER,2596E-TENCEL,22-03-2026,WOVEN,KIDS,Not Generated,DRESS,BULK,MANESAR-181 (WOVEN),SU26,22-03-2026,MS11100609,USD,6.2,87.15,89.1,2000,12400,0,1080660,12128.62,0,0,0,0,0,30,12128.62,17,15-02-2026,8,23-02-2026,72.27722772,0
WOMENS RETAIL,J.CREW OPERATING CORP,2769394 PPK,BL0528 RADIANT,4000020678,J.CREW,CK837/230700-HO25,04-12-2025,WOVEN,WOMEN,RGHR25106573,DRESS,BULK,MANESAR-181 (WOVEN),HO25,04-12-2025,JC11100412,USD,32.5,87.79,87.8,105,3412.5,105,299583.38,3412.11,0,0,1,0,0,-78,3412.11,44,26-10-2025,8,03-11-2025,72.67326733,1
CALVIN KLEIN,PVH CORP.,4300168842,TOFU,Not Generated,PVH CORP,47F643G,05-02-2026,WOVEN,WOMEN,Not Generated,PANTS,BULK,NOIDA - A-36 (WOVEN),SU26,05-02-2026,PC11100070,USD,9.35,87.75,89.1,324,3029.4,0,265829.85,2983.5,0,0,0,0,0,-15,2983.5,30,04-01-2026,7,11-01-2026,119.009901,0
LILLY PULITZER,SUGARTOWN WORLDWIDE LLC.,64969,CONCHSHELLPINK BRU,Not Generated,LILLY PULITZER,18758,12-02-2026,KNITS,Unknown,Not Generated,DRESS,BULK,NOIDA - D-53-54 (KNITS),SU26,12-02-2026,LP10100073,USD,11.91,87.8,89.1,4527,53916.57,0,4733874.85,53129.91,0,0,0,0,0,-8,53129.91,58,17-01-2026,22,08-02-2026,75.64356436,0
QUINCE,LAST BRAND INC. (QUINCE),23258,PUPPIES,4000017270,LAST BRAND INC.,BUK40010TF CHASE HO25,11-08-2025,KNITS,KIDS,RGUP25101359,PAJAMA,BULK,NOIDA - D-53-54 (KNITS),HO25,11-08-2025,LI10100015,USD,9.62,86.9,86.9,206,1981.72,206,172211.47,1981.72,0,1,1,1,0,-193,1981.72,32,18-07-2025,4,22-07-2025,106.1386139,1
GIRLS,HANNA ANDERSON,34636,HPR-31858,4000021412,HANNA ANDERSSON,84281,07-01-2026,WOVEN,GIRLS,RGHR25107117,DRESS,BULK,MANESAR-11 (WOVEN),SU26,07-01-2026,HA11100182,USD,9.61,89.54,89.1,640,6150.4,666,550706.82,6180.77,0,0,1,0,0,-44,6180.77,63,07-12-2025,8,15-12-2025,65.34653465,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,tba,BLACK,Not Generated,MARK & SPENCER,4096E,15-02-2026,KNITS,WOMEN,Not Generated,DRESS,BULK,NOIDA - D-53-54 (KNITS),SU26,15-02-2026,MS10100095,USD,4.5,87,89.1,1278,5751,0,500337,5615.45,0,1,0,0,0,-5,5615.45,27,11-01-2026,4,15-01-2026,103.5643564,0
LANE BRYANT,MGF SOURCING FAR EAST LIMITED,724312,HOT CORAL -SOLID,Not Generated,PREMIUM BRANDS,1150587,20-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-294 (WOVEN),SP26,20-02-2026,LB11100019,USD,10.64,89.6,89.1,1200,12768,0,1144012.8,12839.65,0,1,0,0,0,0,12839.65,25,31-01-2026,9,09-02-2026,72.27722772,0
FRONTLINE CORE,CHICOS RETAIL SERVICES INC.,4502232311PPK,BONDI BLUE,Not Generated,CHICO'S,023-24C118923-SU26,10-02-2026,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SU26,10-02-2026,CH10100076,USD,9.2,87.8,89.1,1400,12880,0,1130864,12692.08,0,1,0,0,0,-10,12692.08,85,12-01-2026,7,19-01-2026,63.76237624,0
ATS,PREMIUM BRANDS OPCO LLC,5009749,9000 WHITE,4000019236,PREMIUM BRANDS,858950,07-11-2025,WOVEN,WOMEN,RGHR25105621,TOP,BULK,GURUGRAM-294 (WOVEN),SP26,07-11-2025,PB11100581,USD,12.92,87,87.75,540,6976.8,563,606981.6,6917.17,0,1,1,1,0,-105,6917.17,87,14-10-2025,4,18-10-2025,106.9306931,1
CROWN & IVY,BELK,2688158,RED HOTS,4000016033,BELK INTL.,43626FAK000017,08-07-2025,KNITS,GIRLS,RGHR25103212,TEE,BULK,GURUGRAM-418 (KNITS),F26,08-07-2025,BI10100111,USD,4.7,84.5,84.5,6,28.2,6,2382.9,28.2,0,0,1,0,0,-227,28.2,71,16-06-2025,3,19-06-2025,82.97029703,1
OUTLET,CHICOS RETAIL SERVICES INC.,4502228826PPK,ALABASTER,4000020979,CHICO'S,202-26C133726,16-12-2025,KNITS,WOMEN,RGUP25102193,TOP,BULK,NOIDA - B-33-34 (KNITS),SP26,16-12-2025,CH10100059,USD,3.63,89.59,89.6,400,1452,400,130084.68,1451.84,0,0,1,0,0,-66,1451.84,13,19-11-2025,3,22-11-2025,88.91089109,1
SUPER DRY,BRAND COLLECTIVE PTY LTD.,TBA,ECLIPSE NAVY,Not Generated,SUPER DRY,W7011277A SMS,10-10-2025,KNITS,WOMEN,Not Generated,JOGGERS,BULK,GURUGRAM-232 (KNITS),AW26,10-10-2025,SU10100332,GBP,13.2,117.75,88,1,13.2,0,1554.3,17.66,0,0,0,0,0,-133,17.66,56,16-09-2025,5,21-09-2025,98.41584158,0
QUINCE,LAST BRAND INC. C/O KERRY,33603,FRENCH BLUE(YD),Not Generated,LAST BRAND INC.,W-SHT-5-REP/3,21-01-2026,WOVEN,WOMEN,Not Generated,SHORTS,BULK,NOIDA - B-14 (WOVEN),SP26,21-01-2026,LI11100041,USD,9.35,87.75,89.1,1383,12931.05,0,1134699.64,12735.13,0,0,0,0,0,-30,12735.13,12,15-12-2025,4,19-12-2025,64.35643564,0
QVC INC.,QVC INC.,442743,MEDIUM CORAL,4000018189,GENIEMODE GLOBAL INC,106232,22-09-2025,KNITS,WOMEN,RGUP25101592,TOP,BULK,NOIDA - B-33-34 (KNITS),HO25,22-09-2025,GE10100014,USD,7.5,87.29,87.15,523,3922.5,523,342395.03,3928.8,0,1,1,1,0,-151,3928.8,53,14-08-2025,3,17-08-2025,68.71287129,1
LANDS END,"LANDS END REEDSBURG, USA",217510,Q56 SAPPHIRE GEM B,4000019265,LANDS END,554512-REG (REP),03-11-2025,WOVEN,MEN,RGHR25105423,SHIRT,BULK,GURUGRAM-227 (WOVEN),SS26,03-11-2025,LE11100094,USD,6.53,87,87,337,2200.61,337,191453.07,2200.61,0,1,1,1,0,-109,2200.61,21,28-09-2025,4,02-10-2025,84.95049505,1
Unknown,TALBOTS IMPORT LLC.,6361867,LUSH GREEN MULTI,4000017796,TALBOTS,254075342,05-09-2025,WOVEN,WOMEN,RGHR25104321,TOP,BULK,GURUGRAM-215 (WOVEN),HO25,05-09-2025,TA11100072,USD,11.9,86.2,87.3,1300,15470,1324,1333514,15275.07,0,0,1,0,0,-168,15275.07,86,25-07-2025,9,03-08-2025,78.61386139,1
CORE,TALBOTS IMPORT LLC.,6488311,LIGHT TURQUOISE,Not Generated,TALBOTS,262013238X,06-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SU26,06-03-2026,TA10100166,USD,6.28,89.55,89.1,134,841.52,0,75358.12,845.77,0,1,0,0,0,14,845.77,73,30-01-2026,6,05-02-2026,140,0
CROWN & IVY,BELK,2690455,GREEN BOO,4000019732,BELK INTL.,72827SPK000006,25-11-2025,KNITS,WOMEN,RGHR25105940,TEE,BULK,GURUGRAM-871 (KNITS),SP26,25-11-2025,BI10100193,USD,4.98,87.75,87.8,1649,8212.02,1649,720604.76,8207.34,0,1,1,1,0,-87,8207.34,30,26-10-2025,8,03-11-2025,74.45544554,1
CROWN & IVY,BELK,2690521,LUNA YELLOW,4000019727,BELK INTL.,72627SPK000004,25-11-2025,KNITS,WOMEN,RGHR25105914,TEE,BULK,GURUGRAM-871 (KNITS),SP26,25-11-2025,BI10100182,USD,4.14,87.75,87.8,2976,12320.64,2976,1081136.16,12313.62,0,1,1,1,0,-87,12313.62,54,30-10-2025,19,18-11-2025,74.45544554,1
LILLY PULITZER,SUGARTOWN WORLDWIDE LLC.,064470  1,JACKFRUIT GREEN,4000020369,LILLY PULITZER,21959,27-11-2025,KNITS,WOMEN,RGHR25106278,TOP,BULK,GURUGRAM-232 (KNITS),SP26,27-11-2025,LP10100058,USD,7.53,87.79,87.8,200,1506,200,132211.74,1505.83,0,1,1,1,0,-85,1505.83,64,03-11-2025,7,10-11-2025,79.8019802,1
QUINCE,LAST BRAND INC. (QUINCE),26963,FRUIT,4000018446,LAST BRAND INC.,BUK40011TF-H25,27-09-2025,KNITS,KIDS,RGUP25101681,PAJAMA,BULK,NOIDA - D-53-54 (KNITS),HO25,27-09-2025,LI10100028,USD,6.47,87.15,87.15,27,174.69,27,15224.23,174.69,0,1,1,1,0,-146,174.69,36,03-09-2025,5,08-09-2025,69.10891089,1
QVC INC.,QVC INC.,517750,DARK INDIGO,Not Generated,GENIEMODE GLOBAL INC,107143,21-02-2026,KNITS,WOMEN,Not Generated,PANTS,BULK,NOIDA - B-33-34 (KNITS),SU26,21-02-2026,GE10100050,USD,7.65,87.8,89.1,514,3932.1,0,345238.38,3874.73,0,0,0,0,0,1,3874.73,70,18-01-2026,7,25-01-2026,73.66336634,0
CORE,TALBOTS IMPORT LLC.,6492564,DARKER MEDIUM WASH,Not Generated,TALBOTS,262016306P,06-03-2026,WOVEN,WOMEN,Not Generated,PANTS,BULK,MANESAR-427 (WOVEN),SU26,06-03-2026,TA11100238,USD,10.75,89.6,89.1,1200,12900,0,1155840,12972.39,0,0,0,0,0,14,12972.39,65,22-01-2026,5,27-01-2026,140,0
